ID	DOCULECT	CONCEPT	TOKENS
55943	northeuralex-pes	repair	d o ɾ o s t + k æ ɾ d æ n
55944	northeuralex-pes	repair	t æ ʔ m i ɾ + k æ ɾ d æ n
55945	northeuralex-pes	improvesomething	b e h t æ ɾ + k æ ɾ d æ n
55946	northeuralex-pes	change	t æ ɣ j i ɾ + d ɒː d æ n
55947	northeuralex-pes	dig	k æ n d æ n
55948	northeuralex-pes	dig	g ou d + k æ ɾ d æ n
55949	northeuralex-pes	bendsomething	x æ m + k æ ɾ d æ n
55950	northeuralex-pes	turnsomething	b æ ɾ g æ ɾ d ɒː n d æ n
55951	northeuralex-pes	lift	b æ ɾ ɒː w æ ɾ d æ n
55952	northeuralex-pes	lift	b o l æ n d + k æ ɾ d æ n
55953	northeuralex-pes	seize	g e ɾ e f t æ n
55954	northeuralex-pes	hold	n e g ɒː h + d ɒː ʃ t æ n
55955	northeuralex-pes	press	f e ʃ ɒː ɾ + d ɒː d æ n
55956	northeuralex-pes	press	f e ʃ ɒː ɾ + ɒː w æ ɾ d æ n
55957	northeuralex-pes	push	h o l + d ɒː d æ n
55958	northeuralex-pes	scrape	x ɒː ɾ i d æ n
55959	northeuralex-pes	lick	l i s i d æ n
55960	northeuralex-pes	bite	g ɒː z + z æ d æ n
55961	northeuralex-pes	tie	b æ s t æ n
55962	northeuralex-pes	breakdestroyorgetdestroyed	ʃ e k æ s t æ n
55963	northeuralex-pes	knock	k u b i d æ n
55964	northeuralex-pes	strikesomething	z æ d æ n
55965	northeuralex-pes	glue	tʃ æ s b ɒː n d æ n
55966	northeuralex-pes	rub	m ɒː l e ʃ + d ɒː d æ n
55967	northeuralex-pes	spreadout	m ɒː l i d æ n
55968	northeuralex-pes	sharpensomething	t i z + k æ ɾ d æ n
55969	northeuralex-pes	cut	tʃ i d æ n
55970	northeuralex-pes	cut	b o ɾ i d æ n
55971	northeuralex-pes	jogsomething	l æ ɾ z ɒː n d æ n
55972	northeuralex-pes	jogsomething	t æ k ɒː n + d ɒː d æ n
55973	northeuralex-pes	shake	t æ k ɒː n + d ɒː d æ n
55974	northeuralex-pes	swingsomething	t ɒː b + d ɒː d æ n
55975	northeuralex-pes	pour	ɾ i x t æ n
55976	northeuralex-pes	fill	p o ɾ + k æ ɾ d æ n
55977	northeuralex-pes	wrap	p i tʃ i d æ n
55978	northeuralex-pes	carry	b o ɾ d æ n
55979	northeuralex-pes	carry	h æ m l + k æ ɾ d æ n
55980	northeuralex-pes	drag	k e ʃ i d æ n
55981	northeuralex-pes	pull	k e ʃ i d æ n
55982	northeuralex-pes	keep	n e g æ h d ɒː ɾ i + k æ ɾ d æ n
55983	northeuralex-pes	throw	æ n d ɒː x t æ n
55984	northeuralex-pes	throw	p æ ɾ t ɒː b + k æ ɾ d æ n
55985	northeuralex-pes	catch	g e ɾ e f t æ n
55986	northeuralex-pes	hideoneself	ɣ ɒː j e m + k æ ɾ d æ n
55987	northeuralex-pes	hideoneself	p e n h ɒː n + k æ ɾ d æ n
55988	northeuralex-pes	divide	ɣ e s m æ t + k æ ɾ d æ n
55989	northeuralex-pes	divide	t æ ɣ s i m + k æ ɾ d æ n
55990	northeuralex-pes	send	f e ɾ e s t ɒː d æ n
55991	northeuralex-pes	send	e ɾ s ɒː l + k æ ɾ d æ n
55992	northeuralex-pes	bring	ɒː w æ ɾ d æ n
55993	northeuralex-pes	add	æ f z u d æ n
55994	northeuralex-pes	add	e z ɒː f e + k æ ɾ d æ n
55995	northeuralex-pes	get	d æ ɾ j ɒː f t + k æ ɾ d æ n
55996	northeuralex-pes	take	g e ɾ e f t æ n
55997	northeuralex-pes	take	b æ ɾ d ɒː ʃ t æ n
55998	northeuralex-pes	choose	e n t e x ɒː b + k æ ɾ d æ n
55999	northeuralex-pes	preserve	h e f z + k æ ɾ d æ n
56000	northeuralex-pes	preserve	h e f ɒː z æ t + k æ ɾ d æ n
56001	northeuralex-pes	hinder	m ɒː n e ʔ + b u d æ n
56002	northeuralex-pes	spoilsomebodyorsomething	æ z + b e j n + b o ɾ d æ n
56003	northeuralex-pes	damage	s æ d æ m e + z æ d æ n
56004	northeuralex-pes	breakcleave	ʃ e k æ s t æ n
56005	northeuralex-pes	tearshred	d æ ɾ i d æ n
56006	northeuralex-pes	tearshred	p ɒː ɾ e + k æ ɾ d æ n
56007	northeuralex-pes	destroy	x æ ɾ ɒː b + k æ ɾ d æ n
56008	northeuralex-pes	destroy	w i ɾ ɒː n + k æ ɾ d æ n
56009	northeuralex-pes	burnsomething	s u z ɒː n d æ n
56010	northeuralex-pes	give	d ɒː d æ n
56011	northeuralex-pes	donate	h æ d i j e + d ɒː d æ n
56012	northeuralex-pes	promise	ɣ ou l + d ɒː d æ n
56013	northeuralex-pes	promise	w æ ʔ d e + d ɒː d æ n
56014	northeuralex-pes	commend	s e t ɒː j e ʃ + k æ ɾ d æ n
56015	northeuralex-pes	kiss	b u s i d æ n
56016	northeuralex-pes	wakeupsomeone	b i d ɒː ɾ + k æ ɾ d æ n
56017	northeuralex-pes	show	n e ʃ ɒː n + d ɒː d æ n
56018	northeuralex-pes	leadguide	ɾ æ h n æ m ɒː ʔ i + k æ ɾ d æ n
56019	northeuralex-pes	teach	ɒː m u x t æ n
56020	northeuralex-pes	teach	j ɒː d + d ɒː d æ n
56021	northeuralex-pes	raisebringup	t æ ɾ b i j æ t + k æ ɾ d æ n
56022	northeuralex-pes	leadguide	e d ɒː ɾ e + k æ ɾ d æ n
56023	northeuralex-pes	urgesomeone	æ dʒ æ l e + d ɒː d æ n
56024	northeuralex-pes	causetolet	w ɒː d ɒː ɾ + k æ ɾ d æ n
56025	northeuralex-pes	invite	d æ ʔ w æ t + k æ ɾ d æ n
56026	northeuralex-pes	invite	m e h m ɒː n + k æ ɾ d æ n
56027	northeuralex-pes	join	j e k i + k æ ɾ d æ n
56028	northeuralex-pes	join	m o tː æ h e d + k æ ɾ d æ n
56029	northeuralex-pes	visit	d i d ɒː ɾ + k æ ɾ d æ n
56030	northeuralex-pes	meet	m o l ɒː ɣ ɒː t + k æ ɾ d æ n
56031	northeuralex-pes	assemblegettogether	dʒ æ m ʔ + ʃ o d æ n
56032	northeuralex-pes	play	b ɒː z i + k æ ɾ d æ n
56033	northeuralex-pes	sing	ɒː w ɒː z + x ɒː n d æ n
56034	northeuralex-pes	dance	ɾ æ ɣ s i d æ n
56035	northeuralex-pes	separate	dʒ o d ɒː + ʃ o d æ n
56036	northeuralex-pes	rescue	n e dʒ ɒː t + d ɒː d æ n
56037	northeuralex-pes	protect	h e f z + k æ ɾ d æ n
56038	northeuralex-pes	defend	d e f ɒː ʔ + k æ ɾ d æ n + æ z
56039	northeuralex-pes	brawlfight	k o t æ k k ɒː ɾ i + k æ ɾ d æ n
56040	northeuralex-pes	shoot	t i ɾ + z æ d æ n
56041	northeuralex-pes	win	p i ɾ u z + ʃ o d æ n
56042	northeuralex-pes	makeangryannoy	n ɒː ɾ ɒː h æ t + k æ ɾ d æ n
56043	northeuralex-pes	strikesomeone	z æ d æ n
56044	northeuralex-pes	strikesomeone	k u b i d æ n
56045	northeuralex-pes	kick	l æ g æ d + z æ d æ n
56046	northeuralex-pes	sting	tʃ ɒː ɣ u + z æ d æ n
56047	northeuralex-pes	steal	d o z d i d æ n
56048	northeuralex-pes	disturb	m o z ɒː h e m + ʃ o d æ n
56049	northeuralex-pes	botherharass	z æ h m æ t + d ɒː d æ n
56050	northeuralex-pes	hideconceal	p e n h ɒː n + k æ ɾ d æ n
56051	northeuralex-pes	deceive	g u l + z æ d æ n
56052	northeuralex-pes	deceive	f æ ɾ i b + d ɒː d æ n
56053	northeuralex-pes	swindle	g u l + z æ d æ n
56054	northeuralex-pes	swindle	f æ ɾ i b + d ɒː d æ n
56055	northeuralex-pes	kill	k o ʃ t æ n
56056	northeuralex-pes	dwelllivereside	m æ n z e l + d ɒː ʃ t æ n
56057	northeuralex-pes	dwelllivereside	s o k u n æ t + d ɒː ʃ t æ n
56058	northeuralex-pes	workactivity	k ɒː ɾ + k æ ɾ d æ n
56059	northeuralex-pes	gather	dʒ æ m ʔ + k æ ɾ d æ n
56060	northeuralex-pes	pick	tʃ i d æ n
56061	northeuralex-pes	hunt	ʃ e k ɒː ɾ + k æ ɾ d æ n
56062	northeuralex-pes	fishing	s e j d + k æ ɾ d æ n
56063	northeuralex-pes	fishing	m ɒː h i g i ɾ i + k æ ɾ d æ n
56064	northeuralex-pes	herdsomething	tʃ æ ɾ ɒː n d æ n
56065	northeuralex-pes	herdsomething	m o ɾ ɒː ɣ e b æ t + k æ ɾ d æ n
56066	northeuralex-pes	drivecattle	ɾ ɒː n d æ n
56067	northeuralex-pes	tieuptether	m o t æ s e l + k æ ɾ d æ n
56068	northeuralex-pes	feed	ɣ æ z ɒː + d ɒː d æ n
56069	northeuralex-pes	drawmilk	d u ʃ i d æ n
56070	northeuralex-pes	chopintopieces	x o ɾ d + k æ ɾ d æ n
56071	northeuralex-pes	irrigate	ɾ i x t æ n
56072	northeuralex-pes	ripen	ɾ æ s i d æ n
56073	northeuralex-pes	cooksomething	t æ b x + k æ ɾ d æ n
56074	northeuralex-pes	cooksomething	ɒː m ɒː d e + k æ ɾ d æ n
56075	northeuralex-pes	boilsomething	p o x t æ n
56076	northeuralex-pes	boilsomething	ɒː ʃ p æ z i + k æ ɾ d æ n
56077	northeuralex-pes	bake	p o x t æ n
56078	northeuralex-pes	fry	s o ɾ x + k æ ɾ d æ n
56079	northeuralex-pes	stir	h æ m + z æ d æ n
56080	northeuralex-pes	knit	b ɒː f t æ n
56081	northeuralex-pes	sew	d u x t æ n
56082	northeuralex-pes	dye	ɾ æ n g + z æ d æ n
56083	northeuralex-pes	cleansomething	p ɒː k + k æ ɾ d æ n
56084	northeuralex-pes	cleansomething	t æ m i z + k æ ɾ d æ n
56085	northeuralex-pes	wash	ʃ o s t æ n
56086	northeuralex-pes	wipe	z o d u d æ n
56087	northeuralex-pes	rinse	ʃ o s t æ n
56088	northeuralex-pes	sweep	dʒ ɒː ɾ u + k æ ɾ d æ n
56089	northeuralex-pes	bathe	ʃ e n ɒː + k æ ɾ d æ n
56090	northeuralex-pes	bathe	h æ mː ɒː m + k æ ɾ d æ n
56091	northeuralex-pes	washoneself	ʃ o s t o ʃ u + k æ ɾ d æ n
56092	northeuralex-pes	undress	d æ ɾ ɒː w æ ɾ d æ n
56093	northeuralex-pes	puton	p u ʃ i d æ n
56094	northeuralex-pes	dressup	l e b ɒː s + p u ʃ i d æ n
56095	northeuralex-pes	combverb	ʃ ɒː n e + z æ d æ n
56096	northeuralex-pes	decorate	z i n æ t + d ɒː d æ n
56097	northeuralex-pes	say	g o f t æ n
56098	northeuralex-pes	speak	h æ ɾ f + z æ d æ n
56099	northeuralex-pes	speak	s o h b æ t + k æ ɾ d æ n
56100	northeuralex-pes	talk	h æ ɾ f + z æ d æ n
56101	northeuralex-pes	talk	s o h b æ t + k æ ɾ d æ n
56102	northeuralex-pes	chatwithsomebody	g æ p + z æ d æ n
56103	northeuralex-pes	askinquire	p o ɾ s i d æ n
56104	northeuralex-pes	askinquire	s o ʔ ɒː l + k æ ɾ d æ n
56105	northeuralex-pes	askrequest	x ɒː h e ʃ + k æ ɾ d æ n
56106	northeuralex-pes	askrequest	d æ ɾ x ɒː s t + k æ ɾ d æ n
56107	northeuralex-pes	tell	n æ ɣ l + k æ ɾ d æ n
56108	northeuralex-pes	tell	h e k ɒː j æ t + k æ ɾ d æ n
56109	northeuralex-pes	conveyamessage	x æ b æ ɾ + d ɒː d æ n
56110	northeuralex-pes	callbyname	n ɒː m i d æ n
56111	northeuralex-pes	call	s e d ɒː + k æ ɾ d æ n
56112	northeuralex-pes	boast	p o z + ɒː m æ d æ n
56113	northeuralex-pes	translate	t æ ɾ dʒ o m e + k æ ɾ d æ n
56114	northeuralex-pes	thinkreflect	f e k ɾ + k æ ɾ d æ n
56115	northeuralex-pes	believe	b ɒː w æ ɾ + k æ ɾ d æ n
56116	northeuralex-pes	believe	æ ɣ i d e + d ɒː ʃ t æ n
56117	northeuralex-pes	noticesomething	m o t æ w æ d dʒ e h + ʃ o d æ n
56118	northeuralex-pes	recognizesomebody	ʃ e n ɒː x t æ n
56119	northeuralex-pes	recognizesomebody	t æ ʃ x i s + d ɒː d æ n
56120	northeuralex-pes	understand	f æ h m i d æ n
56121	northeuralex-pes	learn	ɒː m u x t æ n
56122	northeuralex-pes	learn	j ɒː d + g e ɾ e f t æ n
56123	northeuralex-pes	knowsomething	d ɒː n e s t æ n
56124	northeuralex-pes	remember	b e + j ɒː d + ɒː w æ ɾ d æ n
56125	northeuralex-pes	forget	f æ ɾ ɒː m u ʃ + k æ ɾ d æ n
56126	northeuralex-pes	measure	æ n d ɒː z e + g e ɾ e f t æ n
56127	northeuralex-pes	count	ʃ e m o ɾ d æ n
56128	northeuralex-pes	calculate	h e s ɒː b + k æ ɾ d æ n
56129	northeuralex-pes	read	x ɒː n d æ n
56130	northeuralex-pes	painting	n æ ɣː ɒː ʃ i + k æ ɾ d æ n
56131	northeuralex-pes	write	n e w e ʃ t æ n
56132	northeuralex-pes	own	d ɒː ʃ t æ n
56133	northeuralex-pes	buy	x æ ɾ i d æ n
56134	northeuralex-pes	buy	x æ ɾ i d + k æ ɾ d æ n
56135	northeuralex-pes	sell	f o ɾ u x t æ n
56136	northeuralex-pes	pay	p æ ɾ d ɒː x t + k æ ɾ d æ n
56137	northeuralex-pes	rule	m o s æ lː æ t + b u d æ n
56138	northeuralex-pes	endure	t æ h æ mː o l + k æ ɾ d æ n
56139	northeuralex-fra	eye	œ j
56140	northeuralex-fra	ear	ɔ ʁ ɛ j
56141	northeuralex-fra	nose	n e
56142	northeuralex-fra	mouth	b u ʃ
56143	northeuralex-fra	tooth	d ɑ̃
56144	northeuralex-fra	tongue	l ɑ̃ː g
56145	northeuralex-fra	lip	l ɛː v ʁ ə
56146	northeuralex-fra	cheek	ʒ u
56147	northeuralex-fra	face	f a s
56148	northeuralex-fra	face	v i z aː ʒ
56149	northeuralex-fra	forehead	f ʁ ɔ̃
56150	northeuralex-fra	hair	ʃ v ø
56151	northeuralex-fra	moustache	m u s t a ʃ
56152	northeuralex-fra	beard	b a ʁ b
56153	northeuralex-fra	chin	m ɑ̃ t ɔ̃
56154	northeuralex-fra	jaw	m ɑ ʃ w aː ʁ
56155	northeuralex-fra	throat	g ɔ ʁ ʒ
56156	northeuralex-fra	neck	k u
56157	northeuralex-fra	napeofneck	n y k
56158	northeuralex-fra	head	t ɛ t
56159	northeuralex-fra	back	d o
56160	northeuralex-fra	belly	v ɑ̃ː t ʁ ə
56161	northeuralex-fra	navel	n ɔ̃ b ʁ i
56162	northeuralex-fra	breast	s ɛ̃
56163	northeuralex-fra	chest	p w a t ʁ i n
56164	northeuralex-fra	shoulder	e p oː l
56165	northeuralex-fra	arm	b ʁ a
56166	northeuralex-fra	elbow	k u d
56167	northeuralex-fra	hand	m ɛ̃
56168	northeuralex-fra	palmofhand	p oː m
56169	northeuralex-fra	finger	d w a
56170	northeuralex-fra	fingernail	ɔ̃ g l ə
56171	northeuralex-fra	fingernailortoenail	ɔ̃ g l ə
56172	northeuralex-fra	toe	ɔ ʁ t ɛ j
56173	northeuralex-fra	toe	d w a d ə p j e
56174	northeuralex-fra	foot	p j e
56175	northeuralex-fra	heel	t a l ɔ̃
56176	northeuralex-fra	knee	ʒ ə n u
56177	northeuralex-fra	upperlegthigh	k ɥ i s
56178	northeuralex-fra	leg	ʒ ɑ̃ː b
56179	northeuralex-fra	body	k ɔː ʁ
56180	northeuralex-fra	skin	p o
56181	northeuralex-fra	blood	s ɑ̃
56182	northeuralex-fra	vein	v ɛ n
56183	northeuralex-fra	tendon	t ɑ̃ d ɔ̃
56184	northeuralex-fra	bone	ɔ s
56185	northeuralex-fra	brain	s ɛ ʁ v o
56186	northeuralex-fra	heart	k œː ʁ
56187	northeuralex-fra	stomach	ɛ s t ɔ m a
56188	northeuralex-fra	liver	f w a
56189	northeuralex-fra	breath	a l ɛ n
56190	northeuralex-fra	hunger	f ɛ̃
56191	northeuralex-fra	tearofeye	l a ʁ m
56192	northeuralex-fra	taste	g u
56193	northeuralex-fra	taste	s a v œː ʁ
56194	northeuralex-fra	odorsmell	ɔ d œː ʁ
56195	northeuralex-fra	sleepstate	s ɔ m ɛ j
56196	northeuralex-fra	dream	s ɔ̃ː ʒ
56197	northeuralex-fra	sky	s j ɛ l
56198	northeuralex-fra	sun	s ɔ l ɛ j
56199	northeuralex-fra	moon	l y n
56200	northeuralex-fra	star	e t w a l
56201	northeuralex-fra	air	ɛː ʁ
56202	northeuralex-fra	wind	v ɑ̃
56203	northeuralex-fra	wave	v a g
56204	northeuralex-fra	stone	p j ɛː ʁ
56205	northeuralex-fra	ground	s ɔ l
56206	northeuralex-fra	ground	t ɛ ʁ ɛ̃
56207	northeuralex-fra	earthsoil	t ɛː ʁ
56208	northeuralex-fra	dust	p u s j ɛː ʁ
56209	northeuralex-fra	smokeexhaust	f y m e
56210	northeuralex-fra	spark	e t ɛ̃ s ɛ l
56211	northeuralex-fra	fire	f ø
56212	northeuralex-fra	lightradiation	l y m j ɛː ʁ
56213	northeuralex-fra	shade	ɔ̃ː b ʁ ə
56214	northeuralex-fra	weather	t ɑ̃
56215	northeuralex-fra	fog	b ʁ y m
56216	northeuralex-fra	fog	b ʁ u j aː ʁ
56217	northeuralex-fra	cloud	n ɥ aː ʒ
56218	northeuralex-fra	rainprecipitation	p l ɥ i
56219	northeuralex-fra	snow	n ɛː ʒ
56220	northeuralex-fra	ice	g l a s
56221	northeuralex-fra	frost	ʒ ɛ l
56222	northeuralex-fra	frost	ʒ ə l e
56223	northeuralex-fra	coldchill	f ʁ w a
56224	northeuralex-fra	heat	ʃ a l œː ʁ
56225	northeuralex-fra	hoarfrost	ʒ iː v ʁ ə
56226	northeuralex-fra	rainbow	a ʁ k ɑ̃ s j ɛ l
56227	northeuralex-fra	thunder	t ɔ n ɛː ʁ
56228	northeuralex-fra	currentstream	k u ʁ ɑ̃
56229	northeuralex-fra	dropofaliquid	g u t
56230	northeuralex-fra	foam	e k y m
56231	northeuralex-fra	foam	m u s
56232	northeuralex-fra	dirt	b u
56233	northeuralex-fra	dirt	s a l t e
56234	northeuralex-fra	lake	l a k
56235	northeuralex-fra	swamp	m a ʁ ɛ
56236	northeuralex-fra	swamp	m a ʁ e k aː ʒ
56237	northeuralex-fra	moorland	t u ʁ b j ɛː ʁ
56238	northeuralex-fra	grassland	p ʁ e
56239	northeuralex-fra	forest	b w a
56240	northeuralex-fra	forest	f ɔ ʁ ɛ
56241	northeuralex-fra	hill	k ɔ t o
56242	northeuralex-fra	hill	k ɔ l i n
56243	northeuralex-fra	elevation	e m i n ɑ̃ː s
56244	northeuralex-fra	elevation	e l e v ɑ s j ɔ̃
56245	northeuralex-fra	mountain	m ɔ̃
56246	northeuralex-fra	mountain	m ɔ̃ t a ɲ
56247	northeuralex-fra	summit	s i m
56248	northeuralex-fra	summit	s ɔ m ɛ
56249	northeuralex-fra	cave	k a v ɛ ʁ n
56250	northeuralex-fra	slope	p ɑ̃ː t
56251	northeuralex-fra	slope	v ɛ ʁ s ɑ̃
56252	northeuralex-fra	springofwater	s u ʁ s
56253	northeuralex-fra	springofwater	f ɔ̃ t ɛ n
56254	northeuralex-fra	brook	ʁ ɥ i s o
56255	northeuralex-fra	river	f l œː v
56256	northeuralex-fra	river	ʁ i v j ɛː ʁ
56257	northeuralex-fra	shoreoflake	b ɔ ʁ
56258	northeuralex-fra	shoreoflake	ʁ i v aː ʒ
56259	northeuralex-fra	coast	k oː t
56260	northeuralex-fra	mainland	t ɛː ʁ + f ɛ ʁ m
56261	northeuralex-fra	sea	m ɛː ʁ
56262	northeuralex-fra	bay	b ɛ
56263	northeuralex-fra	island	i l
56264	northeuralex-fra	flower	f l œː ʁ
56265	northeuralex-fra	grass	ɛ ʁ b
56266	northeuralex-fra	root	ʁ a s i n
56267	northeuralex-fra	tree	a ʁ b ʁ ə
56268	northeuralex-fra	treetrunk	t ʁ ɔ̃
56269	northeuralex-fra	bark	e k ɔ ʁ s
56270	northeuralex-fra	branch	b ʁ ɑ̃ː ʃ
56271	northeuralex-fra	twig	ʁ a m o
56272	northeuralex-fra	leaf	f œ j
56273	northeuralex-fra	birch	b u l o
56274	northeuralex-fra	pine	p ɛ̃
56275	northeuralex-fra	willow	s oː l
56276	northeuralex-fra	fir	s a p ɛ̃
56277	northeuralex-fra	hornanatomy	k ɔ ʁ n
56278	northeuralex-fra	feather	p l y m
56279	northeuralex-fra	fur	p o
56280	northeuralex-fra	wing	ɛː l
56281	northeuralex-fra	claw	s ɛː ʁ
56282	northeuralex-fra	paw	ɔ̃ g l ə
56283	northeuralex-fra	paw	g ʁ i f
56284	northeuralex-fra	tail	k ø
56285	northeuralex-fra	egg	œ f
56286	northeuralex-fra	nest	n i
56287	northeuralex-fra	lair	t ɛ ʁ j e
56288	northeuralex-fra	animal	a n i m a l
56289	northeuralex-fra	flockofanimals	t ʁ u p o
56290	northeuralex-fra	cow	v a ʃ
56291	northeuralex-fra	bull	t o ʁ o
56292	northeuralex-fra	horse	ʃ v a l
56293	northeuralex-fra	sheep	m u t ɔ̃
56294	northeuralex-fra	pig	p ɔː ʁ
56295	northeuralex-fra	pig	k ɔ ʃ ɔ̃
56296	northeuralex-fra	dog	ʃ j ɛ̃
56297	northeuralex-fra	cat	ʃ a
56298	northeuralex-fra	bear	u ʁ s
56299	northeuralex-fra	squirrel	e k y ʁ œ j
56300	northeuralex-fra	elk	e l ɑ̃
56301	northeuralex-fra	fox	ʁ ə n aː ʁ
56302	northeuralex-fra	hare	l j ɛː v ʁ ə
56303	northeuralex-fra	mouse	s u ʁ i
56304	northeuralex-fra	wolf	l u
56305	northeuralex-fra	bird	w a z o
56306	northeuralex-fra	swarmofbirds	n ɥ e
56307	northeuralex-fra	swarmofbirds	v ɔ l e
56308	northeuralex-fra	chicken	p u l
56309	northeuralex-fra	rooster	k ɔ k
56310	northeuralex-fra	goose	w a
56311	northeuralex-fra	eagle	ɛː g l ə
56312	northeuralex-fra	duck	k a n aː ʁ
56313	northeuralex-fra	owl	i b u
56314	northeuralex-fra	crane	g ʁ y
56315	northeuralex-fra	crow	k ɔ ʁ n ɛ j
56316	northeuralex-fra	cuckoo	k u k u
56317	northeuralex-fra	swan	s i ŋ
56318	northeuralex-fra	fish	p w a s ɔ̃
56319	northeuralex-fra	perchfish	p ɛ ʁ ʃ
56320	northeuralex-fra	pikefish	b ʁ ɔ ʃ ɛ
56321	northeuralex-fra	snake	s ɛ ʁ p ɑ̃
56322	northeuralex-fra	worm	v ɛː ʁ
56323	northeuralex-fra	spider	a ʁ ɛ ɲ e
56324	northeuralex-fra	ant	f u ʁ m i
56325	northeuralex-fra	louse	p u
56326	northeuralex-fra	mosquito	m u ʃ ʁ ɔ̃
56327	northeuralex-fra	flyinsect	m u ʃ
56328	northeuralex-fra	butterfly	p a p i j ɔ̃
56329	northeuralex-fra	berry	b ɛ
56330	northeuralex-fra	apple	p ɔ m
56331	northeuralex-fra	mushroom	ʃ ɑ̃ p i ɲ ɔ̃
56332	northeuralex-fra	onion	ɔ ɲ ɔ̃
56333	northeuralex-fra	seed	s ə m ɑ̃ː s
56334	northeuralex-fra	grain	g ʁ ɛ̃
56335	northeuralex-fra	hay	f w ɛ̃
56336	northeuralex-fra	skinoffruit	p ə l yː ʁ
56337	northeuralex-fra	pitpothole	f oː s
56338	northeuralex-fra	trappitfall	p j ɛː ʒ
56339	northeuralex-fra	noose	l ɑ
56340	northeuralex-fra	footprint	t ʁ a s
56341	northeuralex-fra	ash	s ɑ̃ d ʁ ə
56342	northeuralex-fra	iron	f ɛː ʁ
56343	northeuralex-fra	gold	ɔː ʁ
56344	northeuralex-fra	silver	a ʁ ʒ ɑ̃
56345	northeuralex-fra	coal	ʃ a ʁ b ɔ̃
56346	northeuralex-fra	glass	v ɛː ʁ
56347	northeuralex-fra	clay	g l ɛː z
56348	northeuralex-fra	sand	s ɑː b l ə
56349	northeuralex-fra	person	ɔ m
56350	northeuralex-fra	man	ɔ m
56351	northeuralex-fra	woman	f a m
56352	northeuralex-fra	childyounghuman	ɑ̃ f ɑ̃
56353	northeuralex-fra	boy	g a ʁ s ɔ̃
56354	northeuralex-fra	girl	f i j
56355	northeuralex-fra	girl	ʒ œ n + f i j
56356	northeuralex-fra	family	f a m i j
56357	northeuralex-fra	grandfather	g ʁ ɑ̃ p ɛː ʁ
56358	northeuralex-fra	grandmother	g ʁ ɑ̃ m ɛː ʁ
56359	northeuralex-fra	parents	p a ʁ ɑ̃
56360	northeuralex-fra	father	p ɛː ʁ
56361	northeuralex-fra	mother	m ɛː ʁ
56362	northeuralex-fra	son	f i s
56363	northeuralex-fra	daughter	f i j
56364	northeuralex-fra	brother	f ʁ ɛː ʁ
56365	northeuralex-fra	sister	s œː ʁ
56366	northeuralex-fra	uncle	ɔ̃ː k l ə
56367	northeuralex-fra	aunt	t ɑ̃ː t
56368	northeuralex-fra	husband	m a ʁ i
56369	northeuralex-fra	husband	e p u
56370	northeuralex-fra	wife	f a m
56371	northeuralex-fra	wife	e p uː z
56372	northeuralex-fra	joy	ʒ w a
56373	northeuralex-fra	joy	p l ɛ z iː ʁ
56374	northeuralex-fra	laughter	ʁ iː ʁ
56375	northeuralex-fra	happiness	b ɔ n œː ʁ
56376	northeuralex-fra	grief	p ɛ n
56377	northeuralex-fra	grief	ʃ a g ʁ ɛ̃
56378	northeuralex-fra	longingwish	ɑ̃ v i
56379	northeuralex-fra	spirit	ɛ s p ʁ i
56380	northeuralex-fra	thought	i d e
56381	northeuralex-fra	thought	p ɑ̃ s e
56382	northeuralex-fra	memory	m e m w aː ʁ
56383	northeuralex-fra	mind	ʁ ɛ z ɔ̃
56384	northeuralex-fra	meaning	s ɑ̃ː s
56385	northeuralex-fra	reason	k oː z
56386	northeuralex-fra	reason	ʁ ɛ z ɔ̃
56387	northeuralex-fra	truth	v e ʁ i t e
56388	northeuralex-fra	conversation	k ɔ̃ v ɛ ʁ s ɑ s j ɔ̃
56389	northeuralex-fra	fairytale	k ɔ̃ː t
56390	northeuralex-fra	fairytale	k ɔ̃ː t + d ə + f eː
56391	northeuralex-fra	story	k ɔ̃ː t
56392	northeuralex-fra	story	n a ʁ ɑ s j ɔ̃
56393	northeuralex-fra	message	m ɛ s aː ʒ
56394	northeuralex-fra	news	n u v ɛ l
56395	northeuralex-fra	name	n ɔ̃
56396	northeuralex-fra	speech	p a ʁ ɔ l
56397	northeuralex-fra	speech	d i s k uː ʁ
56398	northeuralex-fra	language	l ɑ̃ː g
56399	northeuralex-fra	language	l ɑ̃ g aː ʒ
56400	northeuralex-fra	voice	v w a
56401	northeuralex-fra	word	m o
56402	northeuralex-fra	sign	s i ɲ
56403	northeuralex-fra	callappeal	k ʁ i
56404	northeuralex-fra	callappeal	a p ɛ l
56405	northeuralex-fra	noise	b ʁ ɥ i
56406	northeuralex-fra	soundornoise	s ɔ̃
56407	northeuralex-fra	tonemusic	t ɔ̃
56408	northeuralex-fra	song	ʃ ɑ̃
56409	northeuralex-fra	song	ʃ ɑ̃ s ɔ̃
56410	northeuralex-fra	silence	k a l m
56411	northeuralex-fra	silence	t ʁ ɑ̃ k i l i t e
56412	northeuralex-fra	people	p œ p l ə
56413	northeuralex-fra	worklabour	t ʁ a v a j
56414	northeuralex-fra	guest	oː t
56415	northeuralex-fra	guest	ɛ̃ v i t e
56416	northeuralex-fra	gift	k a d o
56417	northeuralex-fra	gift	p ʁ e z ɑ̃
56418	northeuralex-fra	game	ʒ ø
56419	northeuralex-fra	companionship	k ɔ̃ p a ɲ i
